cog,name,arr,abr,cp,specificPlace
73242,SAINT JEAN D ARVES,733,ST JEAN D ARVES,73530,
73243,SAINT JEAN D ARVEY,732,ST JEAN D ARVEY,73230,
73245,SAINT JEAN DE CHEVELU,732,ST JEAN DE CHEVELU,73170,
73246,SAINT JEAN DE COUZ,732,ST JEAN DE COUZ,73160,
73247,SAINT JEAN DE LA PORTE,732,ST JEAN DE LA PORTE,73250,
73248,SAINT JEAN DE MAURIENNE,733,ST JEAN DE MAURIENNE,73300,
73249,SAINT JEOIRE PRIEURE,732,ST JEOIRE PRIEURE,73190,
73250,SAINT JULIEN MONT DENIS,733,ST JULIEN MONT DENIS,73870,
73252,SAINT LEGER,733,ST LEGER,73220,
73253,SAINT MARCEL,731,ST MARCEL,73600,
73254,SAINTE MARIE D ALVEY,732,STE MARIE D ALVEY,73240,
73255,SAINTE MARIE DE CUINES,733,STE MARIE DE CUINES,73130,
73256,SAINT MARTIN D ARC,733,ST MARTIN D ARC,73140,
73257,BELLEVILLE,731,LES BELLEVILLE,73440,LES MENUIRES
73257,BELLEVILLE,731,LES BELLEVILLE,73440,ST JEAN DE BELLEVILLE
73257,BELLEVILLE,731,LES BELLEVILLE,73440,ST MARTIN DE BELLEVILLE
73257,BELLEVILLE,731,LES BELLEVILLE,73440,VAL THORENS
73257,BELLEVILLE,731,LES BELLEVILLE,73600,VILLARLURIN
73258,SAINT MARTIN DE LA PORTE,733,ST MARTIN DE LA PORTE,73140,
73259,SAINT MARTIN SUR LA CHAMBRE,733,ST MARTIN SUR LA CHAMBRE,73130,
73261,SAINT MICHEL DE MAURIENNE,733,ST MICHEL DE MAURIENNE,73140,
73261,SAINT MICHEL DE MAURIENNE,733,ST MICHEL DE MAURIENNE,73140,BEAUNE
73261,SAINT MICHEL DE MAURIENNE,733,ST MICHEL DE MAURIENNE,73140,THYL
73262,SAINT NICOLAS LA CHAPELLE,731,ST NICOLAS LA CHAPELLE,73590,
73263,SAINT OFFENGE,732,ST OFFENGE,73100,
73263,SAINT OFFENGE,732,ST OFFENGE,73100,ST OFFENGE DESSUS
73265,SAINT OURS,732,ST OURS,73410,
73267,SAINT PANCRACE,733,ST PANCRACE,73300,
73268,SAINT PAUL SUR ISERE,731,ST PAUL SUR ISERE,73730,
73269,SAINT PAUL,732,ST PAUL,73170,
73270,SAINT PIERRE D ALBIGNY,732,ST PIERRE D ALBIGNY,73250,
73271,SAINT PIERRE D ALVEY,732,ST PIERRE D ALVEY,73170,
73272,SAINT PIERRE DE BELLEVILLE,733,ST PIERRE DE BELLEVILLE,73220,
73273,SAINT PIERRE DE CURTILLE,732,ST PIERRE DE CURTILLE,73310,
73274,SAINT PIERRE D ENTREMONT,732,ST PIERRE D ENTREMONT,73670,
73275,SAINT PIERRE DE GENEBROZ,732,ST PIERRE DE GENEBROZ,73360,
73276,SAINT PIERRE DE SOUCY,732,ST PIERRE DE SOUCY,73800,
73277,SAINTE REINE,732,STE REINE,73630,
73278,SAINT REMY DE MAURIENNE,733,ST REMY DE MAURIENNE,73660,
73280,SAINT SORLIN D ARVES,733,ST SORLIN D ARVES,73530,
73281,SAINT SULPICE,732,ST SULPICE,73160,
73282,SAINT THIBAUD DE COUZ,732,ST THIBAUD DE COUZ,73160,
73283,SAINT VITAL,731,ST VITAL,73460,
73284,SALINS FONTAINE,731,SALINS FONTAINE,73600,FONTAINE LE PUITS
73284,SALINS FONTAINE,731,SALINS FONTAINE,73600,SALINS LES THERMES
73285,SEEZ,731,SEEZ,73700,
73286,SERRIERES EN CHAUTAGNE,732,SERRIERES EN CHAUTAGNE,73310,
73288,SONNAZ,732,SONNAZ,73000,
73289,TABLE,732,LA TABLE,73110,
73290,VAL CENIS,733,VAL CENIS,73480,LANSLEBOURG MONT CENIS
73290,VAL CENIS,733,VAL CENIS,73480,LANSLEVILLARD
73290,VAL CENIS,733,VAL CENIS,73500,BRAMANS
73290,VAL CENIS,733,VAL CENIS,73500,SOLLIERES SARDIERES
73290,VAL CENIS,733,VAL CENIS,73500,TERMIGNON
73292,THENESOL,731,THENESOL,73200,
73293,THOIRY,732,THOIRY,73230,
73294,THUILE,732,LA THUILE,73190,
73296,TIGNES,731,TIGNES,73320,
73297,TOURNON,731,TOURNON,73460,
73298,TOURS EN SAVOIE,731,TOURS EN SAVOIE,73790,
73299,TRAIZE,732,TRAIZE,73170,
73300,TRESSERVE,732,TRESSERVE,73100,
73301,TREVIGNIN,732,TREVIGNIN,73100,
73302,TRINITE,732,LA TRINITE,73110,
73303,UGINE,731,UGINE,73400,
73304,VAL D ISERE,731,VAL D ISERE,73150,
73306,VALLOIRE,733,VALLOIRE,73450,
73307,VALMEINIER,733,VALMEINIER,73450,
73308,VENTHON,731,VENTHON,73200,
73309,VEREL DE MONTBEL,732,VEREL DE MONTBEL,73330,
73310,VEREL PRAGONDRAN,732,VEREL PRAGONDRAN,73230,
73311,VERNEIL,732,LE VERNEIL,73110,
73312,VERRENS ARVEY,731,VERRENS ARVEY,73460,
73313,VERTHEMEX,732,VERTHEMEX,73170,
73314,VILLARD D HERY,732,VILLARD D HERY,73800,
73315,VILLARD LEGER,732,VILLARD LEGER,73390,
73316,VILLARD SALLET,732,VILLARD SALLET,73110,
73317,VILLARD SUR DORON,731,VILLARD SUR DORON,73270,
73318,VILLAREMBERT,733,VILLAREMBERT,73300,
73318,VILLAREMBERT,733,VILLAREMBERT,73300,LE CORBIER
73320,VILLARGONDRAN,733,VILLARGONDRAN,73300,
73322,VILLARODIN BOURGET,733,VILLARODIN BOURGET,73500,
73323,VILLAROGER,731,VILLAROGER,73640,
73324,VILLAROUX,732,VILLAROUX,73110,
73326,VIMINES,732,VIMINES,73160,
73327,VIONS,732,VIONS,73310,
73328,VIVIERS DU LAC,732,VIVIERS DU LAC,73420,
73329,VOGLANS,732,VOGLANS,73420,
73330,YENNE,732,YENNE,73170,
74001,ABONDANCE,744,ABONDANCE,74360,
74002,ALBY SUR CHERAN,741,ALBY SUR CHERAN,74540,
74003,ALEX,741,ALEX,74290,
74004,ALLEVES,741,ALLEVES,74540,
74005,ALLINGES,744,ALLINGES,74200,
74006,ALLONZIER LA CAILLE,743,ALLONZIER LA CAILLE,74350,
74006,ALLONZIER LA CAILLE,743,ALLONZIER LA CAILLE,74350,AVREGNY
74007,AMANCY,742,AMANCY,74800,
74008,AMBILLY,743,AMBILLY,74100,
74009,ANDILLY,743,ANDILLY,74350,
74009,ANDILLY,743,ANDILLY,74350,JUSSY
74010,ANNECY,741,ANNECY,74000,
74010,ANNECY,741,ANNECY,74370,FERRIERES
74010,ANNECY,741,ANNECY,74370,PRINGY
74010,ANNECY,741,ANNECY,74600,BALMONT
74010,ANNECY,741,ANNECY,74600,SEYNOD
74010,ANNECY,741,ANNECY,74600,VIEUGY
74010,ANNECY,741,ANNECY,74940,ANNECY LE VIEUX
74010,ANNECY,741,ANNECY,74960,CRAN GEVRIER
74010,ANNECY,741,ANNECY,74960,MEYTHET
74012,ANNEMASSE,743,ANNEMASSE,74100,
74013,ANTHY SUR LEMAN,744,ANTHY SUR LEMAN,74200,
74014,ARACHES LA FRASSE,742,ARACHES LA FRASSE,74300,
74014,ARACHES LA FRASSE,742,ARACHES LA FRASSE,74300,LA FRASSE
74014,ARACHES LA FRASSE,742,ARACHES LA FRASSE,74300,LES CARROZ D ARACHES
74015,ARBUSIGNY,743,ARBUSIGNY,74930,
74016,ARCHAMPS,743,ARCHAMPS,74160,
74018,ARENTHON,742,ARENTHON,74800,
74019,ARGONAY,741,ARGONAY,74370,
74020,ARMOY,744,ARMOY,74200,
74021,ARTHAZ PONT NOTRE DAME,743,ARTHAZ PONT NOTRE DAME,74380,
74024,AYSE,742,AYSE,74130,
74025,BALLAISON,744,BALLAISON,74140,
74026,BALME DE SILLINGY,741,LA BALME DE SILLINGY,74330,
74027,BALME DE THUY,741,LA BALME DE THUY,74230,
74029,BASSY,743,BASSY,74910,
74030,BAUME,744,LA BAUME,74430,
74031,BEAUMONT,743,BEAUMONT,74160,
74032,BELLEVAUX,744,BELLEVAUX,74470,
74033,BERNEX,744,BERNEX,74500,
74034,BIOT,744,LE BIOT,74430,
74035,BLOYE,741,BLOYE,74150,
74036,BLUFFY,741,BLUFFY,74290,
74037,BOEGE,744,BOEGE,74420,
74038,BOGEVE,744,BOGEVE,74250,
74040,BONNE,743,BONNE,74380,
74040,BONNE,743,BONNE,74380,LOEX
74041,BONNEVAUX,744,BONNEVAUX,74360,
74042,BONNEVILLE,742,BONNEVILLE,74130,
74043,BONS EN CHABLAIS,744,BONS EN CHABLAIS,74890,
74044,BOSSEY,743,BOSSEY,74160,
74045,BOUCHET MONT CHARVIN,741,LE BOUCHET,74230,
74046,BOUSSY,741,BOUSSY,74150,
74048,BRENTHONNE,744,BRENTHONNE,74890,
74049,BRIZON,742,BRIZON,74130,
74050,BURDIGNIN,744,BURDIGNIN,74420,
74051,CERCIER,743,CERCIER,74350,
74052,CERNEX,743,CERNEX,74350,
74053,CERVENS,744,CERVENS,74550,
74054,CHAINAZ LES FRASSES,741,CHAINAZ LES FRASSES,74540,
74055,CHALLONGES,743,CHALLONGES,74910,
74056,CHAMONIX MONT BLANC,742,CHAMONIX MONT BLANC,74400,
74056,CHAMONIX MONT BLANC,742,CHAMONIX MONT BLANC,74400,ARGENTIERE
74056,CHAMONIX MONT BLANC,742,CHAMONIX MONT BLANC,74400,LES BOSSONS
74056,CHAMONIX MONT BLANC,742,CHAMONIX MONT BLANC,74400,LES PRAZ DE CHAMONIX
74057,CHAMPANGES,744,CHAMPANGES,74500,
74058,CHAPELLE D ABONDANCE,744,LA CHAPELLE D ABONDANCE,74360,
74059,CHAPELLE RAMBAUD,742,LA CHAPELLE RAMBAUD,74800,
74060,CHAPELLE SAINT MAURICE,741,LA CHAPELLE ST MAURICE,74410,
74061,CHAPEIRY,741,CHAPEIRY,74540,
74062,CHARVONNEX,741,CHARVONNEX,74370,
74063,CHATEL,744,CHATEL,74390,
74064,CHATILLON SUR CLUSES,742,CHATILLON SUR CLUSES,74300,
74065,CHAUMONT,743,CHAUMONT,74270,
74066,CHAVANNAZ,743,CHAVANNAZ,74270,
74067,CHAVANOD,741,CHAVANOD,74650,
74068,CHENE EN SEMINE,743,CHENE EN SEMINE,74270,
74069,CHENEX,743,CHENEX,74520,
74070,CHENS SUR LEMAN,744,CHENS SUR LEMAN,74140,
74071,CHESSENAZ,743,CHESSENAZ,74270,
74072,CHEVALINE,741,CHEVALINE,74210,
74073,CHEVENOZ,744,CHEVENOZ,74500,
74074,CHEVRIER,743,CHEVRIER,74520,
74075,CHILLY,743,CHILLY,74270,
74076,CHOISY,741,CHOISY,74330,
74077,CLARAFOND ARCINE,743,CLARAFOND ARCINE,74270,
74077,CLARAFOND ARCINE,743,CLARAFOND ARCINE,74270,ARCINE
74078,CLERMONT,743,CLERMONT,74270,
74079,CLEFS,741,LES CLEFS,74230,
74080,CLUSAZ,741,LA CLUSAZ,74220,
74081,CLUSES,742,CLUSES,74300,
74082,COLLONGES SOUS SALEVE,743,COLLONGES SOUS SALEVE,74160,
74083,COMBLOUX,742,COMBLOUX,74920,
74085,CONTAMINES MONTJOIE,742,LES CONTAMINES MONTJOIE,74170,
74086,CONTAMINE SARZIN,743,CONTAMINE SARZIN,74270,
74087,CONTAMINE SUR ARVE,742,CONTAMINE SUR ARVE,74130,
74088,COPPONEX,743,COPPONEX,74350,
74089,CORDON,742,CORDON,74700,
74090,CORNIER,742,CORNIER,74800,
74091,COTE D ARBROZ,742,LA COTE D ARBROZ,74110,
74094,CRANVES SALES,743,CRANVES SALES,74380,
74095,CREMPIGNY BONNEGUETE,741,CREMPIGNY BONNEGUETE,74150,
74095,CREMPIGNY BONNEGUETE,741,CREMPIGNY BONNEGUETE,74150,BONNEGUETE
74096,CRUSEILLES,743,CRUSEILLES,74350,
74097,CUSY,741,CUSY,74540,
74098,CUVAT,741,CUVAT,74350,
74099,DEMI QUARTIER,742,DEMI QUARTIER,74120,
74100,DESINGY,743,DESINGY,74270,
74101,DINGY EN VUACHE,743,DINGY EN VUACHE,74520,
74102,DINGY SAINT CLAIR,741,DINGY ST CLAIR,74230,
74103,DOMANCY,742,DOMANCY,74700,
74104,DOUSSARD,741,DOUSSARD,74210,
74105,DOUVAINE,744,DOUVAINE,74140,
74106,DRAILLANT,744,DRAILLANT,74550,
74107,DROISY,743,DROISY,74270,
74108,DUINGT,741,DUINGT,74410,
74109,ELOISE,743,ELOISE,01200,
74111,ENTREVERNES,741,ENTREVERNES,74410,
74112,EPAGNY METZ TESSY,741,EPAGNY METZ TESSY,74330,EPAGNY
74112,EPAGNY METZ TESSY,741,EPAGNY METZ TESSY,74370,METZ TESSY
74114,ESSERT ROMAND,744,ESSERT ROMAND,74110,
74116,ETAUX,742,ETAUX,74800,
74117,ETERCY,741,ETERCY,74150,
74118,ETREMBIERES,743,ETREMBIERES,74100,
74118,ETREMBIERES,743,ETREMBIERES,74100,PAS DE L ECHELLE
74119,EVIAN LES BAINS,744,EVIAN LES BAINS,74500,
74121,EXCENEVEX,744,EXCENEVEX,74140,
74122,FAUCIGNY,742,FAUCIGNY,74130,
74123,FAVERGES SEYTHENEX,741,FAVERGES SEYTHENEX,74210,FAVERGES
74123,FAVERGES SEYTHENEX,741,FAVERGES SEYTHENEX,74210,SEYTHENEX
74124,FEIGERES,743,FEIGERES,74160,
74126,FESSY,744,FESSY,74890,
74127,FETERNES,744,FETERNES,74500,
74128,FILLINGES,743,FILLINGES,74250,
74129,FORCLAZ,744,LA FORCLAZ,74200,
74130,FRANCLENS,743,FRANCLENS,74910,
74131,FRANGY,743,FRANGY,74270,
74133,GAILLARD,743,GAILLARD,74240,
74134,GETS,742,LES GETS,74260,
74135,GIEZ,741,GIEZ,74210,
74136,GRAND BORNAND,741,LE GRAND BORNAND,74450,
74137,GROISY,741,GROISY,74570,
74138,GRUFFY,741,GRUFFY,74540,
74139,HABERE LULLIN,744,HABERE LULLIN,74420,
74140,HABERE POCHE,744,HABERE POCHE,74420,
74141,HAUTEVILLE SUR FIER,741,HAUTEVILLE SUR FIER,74150,
74142,HERY SUR ALBY,741,HERY SUR ALBY,74540,
74143,HOUCHES,742,LES HOUCHES,74310,
74144,JONZIER EPAGNY,743,JONZIER EPAGNY,74520,
74145,JUVIGNY,743,JUVIGNY,74100,
74146,LARRINGES,744,LARRINGES,74500,
74147,LATHUILE,741,LATHUILE,74210,
74148,LESCHAUX,741,LESCHAUX,74320,
74150,LOISIN,744,LOISIN,74140,
74151,LORNAY,741,LORNAY,74150,
74152,LOVAGNY,741,LOVAGNY,74330,
74153,LUCINGES,743,LUCINGES,74380,
74154,LUGRIN,744,LUGRIN,74500,
74155,LULLIN,744,LULLIN,74470,
74156,LULLY,744,LULLY,74890,
74157,LYAUD,744,LYAUD,74200,
74158,MACHILLY,743,MACHILLY,74140,
74159,MAGLAND,742,MAGLAND,74300,
74159,MAGLAND,742,MAGLAND,74300,FLAINE
74160,MANIGOD,741,MANIGOD,74230,
74161,MARCELLAZ ALBANAIS,741,MARCELLAZ ALBANAIS,74150,
74162,MARCELLAZ,742,MARCELLAZ,74250,
74163,MARGENCEL,744,MARGENCEL,74200,
74164,MARIGNIER,742,MARIGNIER,74970,
74165,MARIGNY SAINT MARCEL,741,MARIGNY ST MARCEL,74150,
74166,MARIN,744,MARIN,74200,
74167,VAL DE CHAISE,741,VAL DE CHAISE,74210,CONS STE COLOMBE
74167,VAL DE CHAISE,741,VAL DE CHAISE,74210,MARLENS
74168,MARLIOZ,743,MARLIOZ,74270,
74169,MARNAZ,742,MARNAZ,74460,
74170,MASSINGY,741,MASSINGY,74150,
74171,MASSONGY,744,MASSONGY,74140,
74172,MAXILLY SUR LEMAN,744,MAXILLY SUR LEMAN,74500,
74173,MEGEVE,742,MEGEVE,74120,
74174,MEGEVETTE,742,MEGEVETTE,74490,
74175,MEILLERIE,744,MEILLERIE,74500,
74176,MENTHON SAINT BERNARD,741,MENTHON ST BERNARD,74290,
74177,MENTHONNEX EN BORNES,743,MENTHONNEX EN BORNES,74350,
74178,MENTHONNEX SOUS CLERMONT,743,MENTHONNEX SOUS CLERMONT,74270,
74179,MESIGNY,741,MESIGNY,74330,
74180,MESSERY,744,MESSERY,74140,
74183,MIEUSSY,742,MIEUSSY,74440,
74183,MIEUSSY,742,MIEUSSY,74440,SOMMAND
74184,MINZIER,743,MINZIER,74270,
74185,MONNETIER MORNEX,743,MONNETIER MORNEX,74560,
74185,MONNETIER MORNEX,743,MONNETIER MORNEX,74560,ESSERTS SALEVE
74186,MONTAGNY LES LANCHES,741,MONTAGNY LES LANCHES,74600,
74188,MONTRIOND,744,MONTRIOND,74110,
74189,MONT SAXONNEX,742,MONT SAXONNEX,74130,
74190,MORILLON,742,MORILLON,74440,
74191,MORZINE,744,MORZINE,74110,
74191,MORZINE,744,MORZINE,74110,AVORIAZ
74192,MOYE,741,MOYE,74150,
74193,MURAZ,743,LA MURAZ,74560,
74194,MURES,741,MURES,74540,
74195,MUSIEGES,743,MUSIEGES,74270,
74196,NANCY SUR CLUSES,742,NANCY SUR CLUSES,74300,
74197,NANGY,743,NANGY,74380,
74198,NAVES PARMELAN,741,NAVES PARMELAN,74370,
74199,NERNIER,744,NERNIER,74140,
74200,NEUVECELLE,744,NEUVECELLE,74500,
74201,NEYDENS,743,NEYDENS,74160,
74202,NONGLARD,741,NONGLARD,74330,
74203,NOVEL,744,NOVEL,74500,
74205,ONNION,742,ONNION,74490,
74206,ORCIER,744,ORCIER,74550,
74208,PASSY,742,PASSY,74190,
74208,PASSY,742,PASSY,74190,CHEDDE
74208,PASSY,742,PASSY,74190,GUEBRIANT
74208,PASSY,742,PASSY,74190,MARTEL DE JANVILLE
74208,PASSY,742,PASSY,74190,MONT BLANC D ASSY
74208,PASSY,742,PASSY,74190,PLATEAU D ASSY
74208,PASSY,742,PASSY,74190,PRAZ COUTANT
74208,PASSY,742,PASSY,74190,SANCELLEMOZ
74209,PEILLONNEX,742,PEILLONNEX,74250,
74210,PERRIGNIER,744,PERRIGNIER,74550,
74211,PERS JUSSY,743,PERS JUSSY,74930,
74212,GLIERES VAL DE BORNE,742,GLIERES VAL DE BORNE,74130,ENTREMONT
74212,GLIERES VAL DE BORNE,742,GLIERES VAL DE BORNE,74130,LE PETIT BORNAND LES GLIERES
74213,POISY,741,POISY,74330,
74215,PRAZ SUR ARLY,742,PRAZ SUR ARLY,74120,
74216,PRESILLY,743,PRESILLY,74160,
74218,PUBLIER,744,PUBLIER,74500,
74218,PUBLIER,744,PUBLIER,74500,AMPHION LES BAINS
74219,QUINTAL,741,QUINTAL,74600,
74220,REIGNIER ESERY,743,REIGNIER ESERY,74930,
74220,REIGNIER ESERY,743,REIGNIER ESERY,74930,ESERY
74221,REPOSOIR,742,LE REPOSOIR,74950,
74222,REYVROZ,744,REYVROZ,74200,
74223,RIVIERE ENVERSE,742,LA RIVIERE ENVERSE,74440,
74224,ROCHE SUR FORON,742,LA ROCHE SUR FORON,74800,
74225,RUMILLY,741,RUMILLY,74150,
74226,SAINT ANDRE DE BOEGE,744,ST ANDRE DE BOEGE,74420,
74228,SAINT BLAISE,743,ST BLAISE,74350,
74229,SAINT CERGUES,743,ST CERGUES,74140,
74231,SAINT EUSEBE,741,ST EUSEBE,74150,
74232,SAINT EUSTACHE,741,ST EUSTACHE,74410,
74233,SAINT FELIX,741,ST FELIX,74540,
74234,SAINT FERREOL,741,ST FERREOL,74210,
74235,SAINT GERMAIN SUR RHONE,743,ST GERMAIN SUR RHONE,74910,
74236,SAINT GERVAIS LES BAINS,742,ST GERVAIS LES BAINS,74170,
74236,SAINT GERVAIS LES BAINS,742,ST GERVAIS LES BAINS,74170,LE FAYET
74236,SAINT GERVAIS LES BAINS,742,ST GERVAIS LES BAINS,74170,ST NICOLAS DE VEROCE
74237,SAINT GINGOLPH,744,ST GINGOLPH,74500,
74238,SAINT JEAN D AULPS,744,ST JEAN D AULPS,74430,
74239,SAINT JEAN DE SIXT,741,ST JEAN DE SIXT,74450,
74240,SAINT JEAN DE THOLOME,742,ST JEAN DE THOLOME,74250,
74241,SAINT JEOIRE,742,ST JEOIRE,74490,
74242,SAINT JORIOZ,741,ST JORIOZ,74410,
74243,SAINT JULIEN EN GENEVOIS,743,ST JULIEN EN GENEVOIS,74160,
74244,SAINT LAURENT,742,ST LAURENT,74800,
74249,SAINT PAUL EN CHABLAIS,744,ST PAUL EN CHABLAIS,74500,
74250,SAINT PIERRE EN FAUCIGNY,742,ST PIERRE EN FAUCIGNY,74800,
74252,SAINT SIGISMOND,742,ST SIGISMOND,74300,
74253,SAINT SIXT,742,ST SIXT,74800,
74254,SAINT SYLVESTRE,741,ST SYLVESTRE,74540,
74255,SALES,741,SALES,74150,
74256,SALLANCHES,742,SALLANCHES,74700,
74256,SALLANCHES,742,SALLANCHES,74700,ST MARTIN SUR ARVE
74256,SALLANCHES,742,SALLANCHES,74700,ST ROCH
74257,SALLENOVES,741,SALLENOVES,74270,
74258,SAMOENS,742,SAMOENS,74340,
74259,SAPPEY,743,LE SAPPEY,74350,
74260,SAVIGNY,743,SAVIGNY,74520,
74261,SAXEL,744,SAXEL,74420,
74262,SCIENTRIER,743,SCIENTRIER,74930,
74263,SCIEZ,744,SCIEZ,74140,
74264,SCIONZIER,742,SCIONZIER,74950,
74265,SERRAVAL,741,SERRAVAL,74230,
74266,SERVOZ,742,SERVOZ,74310,
74267,SEVRIER,741,SEVRIER,74320,
74269,SEYSSEL,743,SEYSSEL,74910,
74271,SEYTROUX,744,SEYTROUX,74430,
74272,SILLINGY,741,SILLINGY,74330,
74273,SIXT FER A CHEVAL,742,SIXT FER A CHEVAL,74740,
74275,TALLOIRES MONTMIN,741,TALLOIRES MONTMIN,74210,MONTMIN
74275,TALLOIRES MONTMIN,741,TALLOIRES MONTMIN,74290,TALLOIRES
74276,TANINGES,742,TANINGES,74440,
74276,TANINGES,742,TANINGES,74440,LE PRAZ DE LYS
74278,THYEZ,742,THYEZ,74300,
74279,THOLLON LES MEMISES,744,THOLLON LES MEMISES,74500,
74280,THONES,741,THONES,74230,
74281,THONON LES BAINS,744,THONON LES BAINS,74200,
74281,THONON LES BAINS,744,THONON LES BAINS,74200,VONGY
74282,FILLIERE,741,FILLIERE,74370,LES OLLIERES
74282,FILLIERE,741,FILLIERE,74370,ST MARTIN BELLEVUE
74282,FILLIERE,741,FILLIERE,74570,AVIERNOZ
74282,FILLIERE,741,FILLIERE,74570,EVIRES
74282,FILLIERE,741,FILLIERE,74570,THORENS GLIERES
74283,THUSY,741,THUSY,74150,
74284,TOUR,742,LA TOUR,74250,
74285,USINENS,743,USINENS,74910,
74286,VACHERESSE,744,VACHERESSE,74360,
74287,VAILLY,744,VAILLY,74470,
74288,VALLEIRY,743,VALLEIRY,74520,
74289,VALLIERES SUR FIER,741,VALLIERES SUR FIER,74150,SION
74289,VALLIERES SUR FIER,741,VALLIERES SUR FIER,74150,ST ANDRE VAL DE FIER
74289,VALLIERES SUR FIER,741,VALLIERES SUR FIER,74150,VAL DE FIER
74289,VALLIERES SUR FIER,741,VALLIERES SUR FIER,74150,VALLIERES
74290,VALLORCINE,742,VALLORCINE,74660,
74291,VANZY,743,VANZY,74270,
74292,VAULX,741,VAULX,74150,
74293,VEIGY FONCENEX,744,VEIGY FONCENEX,74140,
74294,VERCHAIX,742,VERCHAIX,74440,
74295,VERNAZ,744,LA VERNAZ,74200,
74296,VERS,743,VERS,74160,
74297,VERSONNEX,741,VERSONNEX,74150,
74298,VETRAZ MONTHOUX,743,VETRAZ MONTHOUX,74100,
74299,VEYRIER DU LAC,741,VEYRIER DU LAC,74290,
74301,VILLARD,744,VILLARD,74420,
74302,VILLARDS SUR THONES,741,LES VILLARDS SUR THONES,74230,
74303,VILLAZ,741,VILLAZ,74370,
74304,VILLE EN SALLAZ,742,VILLE EN SALLAZ,74250,
74305,VILLE LA GRAND,743,VILLE LA GRAND,74100,
74306,VILLY LE BOUVERET,743,VILLY LE BOUVERET,74350,
74307,VILLY LE PELLOUX,741,VILLY LE PELLOUX,74350,
74308,VINZIER,744,VINZIER,74500,
74309,VIRY,743,VIRY,74580,
74310,VIUZ LA CHIESAZ,741,VIUZ LA CHIESAZ,74540,
74311,VIUZ EN SALLAZ,742,VIUZ EN SALLAZ,74250,
74312,VOUGY,742,VOUGY,74130,
74313,VOVRAY EN BORNES,743,VOVRAY EN BORNES,74350,
74314,VULBENS,743,VULBENS,74520,
74315,YVOIRE,744,YVOIRE,74140,
75101,PARIS 1ER ARRONDISSEMENT,751,PARIS 01,75001,
75102,PARIS 2E ARRONDISSEMENT,751,PARIS 02,75002,
75103,PARIS 3E ARRONDISSEMENT,751,PARIS 03,75003,
75104,PARIS 4E ARRONDISSEMENT,751,PARIS 04,75004,
75105,PARIS 5E ARRONDISSEMENT,751,PARIS 05,75005,
75106,PARIS 6E ARRONDISSEMENT,751,PARIS 06,75006,
75107,PARIS 7E ARRONDISSEMENT,751,PARIS 07,75007,
75108,PARIS 8E ARRONDISSEMENT,751,PARIS 08,75008,
75109,PARIS 9E ARRONDISSEMENT,751,PARIS 09,75009,
75110,PARIS 10E ARRONDISSEMENT,751,PARIS 10,75010,
75111,PARIS 11E ARRONDISSEMENT,751,PARIS 11,75011,
75112,PARIS 12E ARRONDISSEMENT,751,PARIS 12,75012,
75113,PARIS 13E ARRONDISSEMENT,751,PARIS 13,75013,
75114,PARIS 14E ARRONDISSEMENT,751,PARIS 14,75014,
75115,PARIS 15E ARRONDISSEMENT,751,PARIS 15,75015,
75116,PARIS 16E ARRONDISSEMENT,751,PARIS 16,75016,
75116,PARIS 16E ARRONDISSEMENT,751,PARIS 16,75116,
75117,PARIS 17E ARRONDISSEMENT,751,PARIS 17,75017,
75118,PARIS 18E ARRONDISSEMENT,751,PARIS 18,75018,
75119,PARIS 19E ARRONDISSEMENT,751,PARIS 19,75019,
75120,PARIS 20E ARRONDISSEMENT,751,PARIS 20,75020,
76001,ALLOUVILLE BELLEFOSSE,763,ALLOUVILLE BELLEFOSSE,76190,
76002,ALVIMARE,762,ALVIMARE,76640,
76004,AMBRUMESNIL,761,AMBRUMESNIL,76550,
76005,AMFREVILLE LA MI VOIE,763,AMFREVILLE LA MI VOIE,76920,
76006,AMFREVILLE LES CHAMPS,763,AMFREVILLE LES CHAMPS,76560,
76007,ANCEAUMEVILLE,763,ANCEAUMEVILLE,76710,
76008,ANCOURT,761,ANCOURT,76370,
76009,ANCOURTEVILLE SUR HERICOURT,761,ANCOURTEVILLE SUR HERICOURT,76560,
76010,ANCRETIEVILLE SAINT VICTOR,763,ANCRETIEVILLE ST VICTOR,76760,
76011,ANCRETTEVILLE SUR MER,762,ANCRETTEVILLE SUR MER,76540,
76012,ANGERVILLE BAILLEUL,762,ANGERVILLE BAILLEUL,76110,
76013,ANGERVILLE LA MARTEL,762,ANGERVILLE LA MARTEL,76540,
76014,ANGERVILLE L ORCHER,762,ANGERVILLE L ORCHER,76280,
76015,ANGIENS,761,ANGIENS,76740,
76016,ANGLESQUEVILLE LA BRAS LONG,761,ANGLESQUEVILLE LA BRAS LONG,76740,
76017,ANGLESQUEVILLE L ESNEVAL,762,ANGLESQUEVILLE L ESNEVAL,76280,
76018,VAL DE SAANE,761,VAL DE SAANE,76890,
76019,ANNEVILLE SUR SCIE,761,ANNEVILLE SUR SCIE,76590,
76020,ANNEVILLE AMBOURVILLE,763,ANNEVILLE AMBOURVILLE,76480,
76020,ANNEVILLE AMBOURVILLE,763,ANNEVILLE AMBOURVILLE,76480,AMBOURVILLE
76021,ANNOUVILLE VILMESNIL,762,ANNOUVILLE VILMESNIL,76110,
76022,ANQUETIERVILLE,763,ANQUETIERVILLE,76490,
